class,precision,recall,f1,support
2,0.9279253271747498,0.9114366729678639,0.9196070951745184,21160.0
4,0.9510032399249702,0.9203982836395643,0.9354505045986973,18178.0
0,0.8764581713142984,0.9175389625494301,0.8965282118302176,8598.0
1,0.8417952314165498,0.8386195333240184,0.8402043816056555,7157.0
3,0.7547202797202798,0.8329153000192938,0.7918921397780427,5183.0
5,0.7336530078465562,0.7493321460373998,0.741409691629956,2246.0
